EC number	SuperFamilyCount	ProteinCount	Entries
('5.3.3.17',)	1	3	"{""('SSF54506',)"": [""O69754"", ""Q51792"", ""Q51520""]}"
('5.3.3.18',)	1	1	"{""('SSF52096',)"": [""P77467""]}"
('5.3.3.19',)	1	3	"{""('SSF51182',)"": [""P39639"", ""Q8KWT0"", ""Q8KWT5""]}"
('5.3.3.21',)	1	3	"{""('SSF52096',)"": [""Q08558"", ""G4NCP4"", ""Q9FHR8""]}"
('5.3.3.4',)	1	7	"{""('SSF54909',)"": [""O33947"", ""O33951"", ""P00948"", ""P80573"", ""P95609"", ""Q43932"", ""Q9I0X4""]}"
('5.3.3.6',)	1	1	"{""('SSF54506',)"": [""Q0QLE6""]}"
('5.3.3.7',)	1	1	"{""('SSF53850',)"": [""A0A0A1H8I4""]}"
('5.3.3.8',)	1	7	"{""('SSF52096',)"": [""O23299"", ""P23965"", ""P42125"", ""P42126"", ""Q05871"", ""O23300"", ""O04469""]}"
('5.3.99.10',)	1	1	"{""('SSF51391',)"": [""P25053""]}"
('5.3.99.11',)	1	4	"{""('SSF51658',)"": [""P42419"", ""A7ZAH3"", ""Q65D08"", ""Q9KAH2""]}"
('5.3.99.12',)	1	1	"{""('SSF55961',)"": [""P59082""]}"
('5.3.99.13',)	1	1	"{""('SSF102114',)"": [""O24770""]}"
('5.3.99.2',)	1	13	"{""('SSF50814',)"": [""O02853"", ""O09114"", ""O97921"", ""P22057"", ""P41222"", ""Q9XS65"", ""Q9XSM0"", ""Q29095"", ""Q29487"", ""Q29562"", ""Q8WNM0"", ""Q8WNM1"", ""Q9TUI1""]}"
('5.3.99.3',)	1	9	"{""('SSF49764',)"": [""G1TGF1"", ""P83868"", ""Q15185"", ""Q3ZBF7"", ""Q90955"", ""Q9R0Q7"", ""Q9VH95"", ""Q5NVM4"", ""Q6PWL5""]}"
('5.3.99.6',)	1	6	"{""('SSF141493',)"": [""A2XID3"", ""Q75KD7"", ""Q93ZC5"", ""Q9LS02"", ""Q9LS03"", ""Q9LS01""]}"
('5.3.99.8',)	1	2	"{""('SSF51905',)"": [""Q42435"", ""Q9SEA0""]}"
('5.3.99.9',)	1	1	"{""('SSF51905',)"": [""Q9M424""]}"
('5.4.1.3',)	1	1	"{""('SSF89796',)"": [""A9WC36""]}"
('5.4.1.4',)	1	1	"{""('SSF51556',)"": [""A9CEQ7""]}"
('5.4.2.11',)	1	426	"{""('SSF53254',)"": [""G4VJD5"", ""P00950"", ""P62707"", ""P82612"", ""F4I8M8"", ""P33158"", ""P36623"", ""P9WIC9"", ""Q12008"", ""Q12326"", ""Q3JWH7"", ""Q9HIJ2"", ""A0AKV8"", ""A0JSU9"", ""A0PVZ3"", ""A0QLK3"", ""A1A8Z8"", ""A1BE55"", ""A1JRT1"", ""A1K9B9"", ""A1KFW3"", ""A1KV25"", ""A1R083"", ""A1SP05"", ""A1TTW5"", ""A1UTM4"", ""A1UZX9"", ""A1VAI9"", ""A1VKR6"", ""A1WBJ3"", ""A1WDX2"", ""A1WWH7"", ""A2RI67"", ""A2S625"", ""A2SDN6"", ""A3CLS0"", ""A3MQ23"", ""A3N0J2"", ""A3N5B0"", ""A3NR09"", ""A4JI45"", ""A4QB41"", ""A4SDM0"", ""A4T096"", ""A4TNS2"", ""A4W897"", ""A4YJP8"", ""A5CTZ0"", ""A5E8K1"", ""A5EV29"", ""A5TZL7"", ""A5UDW8"", ""A5UHR1"", ""A5VB15"", ""A5VVV5"", ""A6L9K8"", ""A6LUA1"", ""A6QJQ5"", ""A6T6I3"", ""A6UEW3"", ""A6US15"", ""A6VLV0"", ""A6WYJ2"", ""A7FKP6"", ""A7GPN5"", ""A7HZ35"", ""A7I8A7"", ""A7IC75"", ""A7MIX7"", ""A7ZJD0"", ""A7ZY11"", ""A8AJ40"", ""A8AW46"", ""A8GBA2"", ""A8IGZ9"", ""A9BUZ3"", ""A9IFJ0"", ""A9IXE7"", ""A9KN01"", ""A9M1A2"", ""A9MCX8"", ""A9MTL3"", ""A9R3B3"", ""A9VFW9"", ""A9W5P5"", ""A9WW62"", ""B0B8U8"", ""B0BPB3"", ""B0K4E2"", ""B0KBW9"", ""B0RAW4"", ""B0RQR7"", ""B0SY17"", ""B0U2F2"", ""B0UBD4"", ""B0US27"", ""B1GZZ1"", ""B1IXY1"", ""B1JSU1"", ""B1JZ61"", ""B1LM46"", ""B1M6A7"", ""B1VS80"", ""B1X786"", ""B1XS92"", ""B1Y3R5"", ""B1YNA6"", ""B1ZA86"", ""B2AGP7"", ""B2FHH6"", ""B2HQV4"", ""B2I4U0"", ""B2IEV6"", ""B2JC95"", ""B2K8R3"", ""B2KBU4"", ""B2RHB7"", ""B2S101"", ""B2S2B5"", ""B2SC37"", ""B2SRM8"", ""B2SX15"", ""B2TUY6"", ""B2VBS6"", ""B3DQI6"", ""B3DZZ7"", ""B3EFK8"", ""B3EN99"", ""B3H1G9"", ""B3PXK3"", ""B3QPN8"", ""B3QVL0"", ""B4EA64"", ""B4EST0"", ""B4RIY7"", ""B4RZM6"", ""B4S616"", ""B4SEI0"", ""B4SPL6"", ""B4SZH5"", ""B4TC26"", ""B4TQR7"", ""B4U616"", ""B5BC52"", ""B5EC38"", ""B5F050"", ""B5FP39"", ""B5QX43"", ""B5R739"", ""B5RMK4"", ""B5RQ00"", ""B5XZB2"", ""B5Y7Q7"", ""B5YRF2"", ""B5ZWT2"", ""B6I7Q9"", ""B6IYD3"", ""B6JCI9"", ""B7GUR7"", ""B7H7P4"", ""B7IX37"", ""B7J2L3"", ""B7JPK2"", ""B7KIT8"", ""B7KNX9"", ""B7LAF6"", ""B7LK04"", ""B7M6B8"", ""B7MGL2"", ""B7MPN9"", ""B7N9Z7"", ""B7NNH7"", ""B7ULM8"", ""B8D7J7"", ""B8D995"", ""B8DLN4"", ""B8EML2"", ""B8F5J4"", ""B8GFF8"", ""B8GYN6"", ""B8HCQ9"", ""B8ZT86"", ""B9DL85"", ""B9DUS6"", ""B9J6R3"", ""B9JYQ2"", ""B9L9H5"", ""B9MEZ2"", ""C0M8R8"", ""C0PWW0"", ""C0QV47"", ""C0RMJ1"", ""C1AZ61"", ""C1EUQ5"", ""C3LIE5"", ""C3MBY8"", ""C3PAW8"", ""C4K389"", ""C4LLD4"", ""C4XIQ5"", ""C4ZXS6"", ""C5BEL3"", ""C5BJ25"", ""C5CWV9"", ""C6DCF6"", ""C6E639"", ""O51602"", ""O84727"", ""P0A3Y3"", ""P0A3Y4"", ""P0A5R7"", ""P30798"", ""P44865"", ""P53531"", ""P57390"", ""P59159"", ""P59160"", ""P59161"", ""P62708"", ""P62709"", ""P62710"", ""P65708"", ""P96121"", ""P99153"", ""P9WIC8"", ""Q01YD0"", ""Q04JB4"", ""Q057P1"", ""Q07UT3"", ""Q0A915"", ""Q0ALQ9"", ""Q0BBK5"", ""Q0C678"", ""Q0I4D8"", ""Q0KET8"", ""Q0RS35"", ""Q0SF09"", ""Q0SMJ5"", ""Q0T6Y5"", ""Q0TJU6"", ""Q11CB5"", ""Q11SV1"", ""Q15SN0"", ""Q1C964"", ""Q1CFN6"", ""Q1GP88"", ""Q1LTL3"", ""Q1MMY4"", ""Q1QRT7"", ""Q21CH5"", ""Q21YW0"", ""Q256A6"", ""Q2FE81"", ""Q2FTH0"", ""Q2FVK8"", ""Q2G373"", ""Q2L0A6"", ""Q2N682"", ""Q2NUK6"", ""Q2P5R0"", ""Q2T1H5"", ""Q2Y9Z7"", ""Q2YBZ1"", ""Q2YJN6"", ""Q30WZ8"", ""Q324G4"", ""Q32IH0"", ""Q38Z74"", ""Q38ZH8"", ""Q39CN6"", ""Q39V40"", ""Q3AU60"", ""Q3B5J2"", ""Q3BR53"", ""Q3JBA8"", ""Q3SW71"", ""Q3Z455"", ""Q476J7"", ""Q47KS8"", ""Q492W5"", ""Q49ZZ2"", ""Q4FP74"", ""Q4JSW4"", ""Q4L8T0"", ""Q4QME2"", ""Q4UWV1"", ""Q576R3"", ""Q57RI5"", ""Q5F7C0"", ""Q5FMJ3"", ""Q5H2V7"", ""Q5HDD9"", ""Q5HLI0"", ""Q5LAT7"", ""Q5P7N4"", ""Q5PG75"", ""Q5XB88"", ""Q5YP50"", ""Q62F43"", ""Q63B92"", ""Q63XU7"", ""Q64R85"", ""Q65Q32"", ""Q660L2"", ""Q66D83"", ""Q6AAU8"", ""Q6ADH3"", ""Q6D7E3"", ""Q6FZ12"", ""Q6GE17"", ""Q6HIL9"", ""Q6KSL4"", ""Q6MEW4"", ""Q6MJP3"", ""Q6NJL2"", ""Q71XG0"", ""Q727C0"", ""Q737X5"", ""Q73M14"", ""Q73SU2"", ""Q74CR0"", ""Q74LL9"", ""Q7MXP1"", ""Q7N6S0"", ""Q7NJF7"", ""Q7NK82"", ""Q7VL28"", ""Q7VR80"", ""Q7VS43"", ""Q7W1Q6"", ""Q7WQN2"", ""Q81DD2"", ""Q821N6"", ""Q82GB8"", ""Q82TU0"", ""Q82XS4"", ""Q839H4"", ""Q83FQ7"", ""Q83HD5"", ""Q87CZ1"", ""Q88T35"", ""Q88YY8"", ""Q89AJ4"", ""Q89WK1"", ""Q8A765"", ""Q8A8R2"", ""Q8CN61"", ""Q8D2Y4"", ""Q8E0G9"", ""Q8E643"", ""Q8FSH0"", ""Q8K9N1"", ""Q8KFC8"", ""Q8KL44"", ""Q8L1Z7"", ""Q8NTA5"", ""Q8P7A1"", ""Q8PIM1"", ""Q8R7C8"", ""Q8RFG9"", ""Q8TN93"", ""Q8VVB5"", ""Q8Y2I3"", ""Q8Y571"", ""Q8YDC9"", ""Q8Z8B2"", ""Q8ZGY5"", ""Q8ZQS2"", ""Q929G8"", ""Q92T25"", ""Q97FJ6"", ""Q98DM0"", ""Q99Z29"", ""Q9A634"", ""Q9CIM0"", ""Q9CKU9"", ""Q9JTF2"", ""Q9JYF7"", ""Q9LM13"", ""Q9PC88"", ""Q9PLK4"", ""Q9Z743"", ""A0RE96"", ""A2RDV4"", ""A4W369"", ""A5IVJ6"", ""A6U4E6"", ""A7X656"", ""A8YYG4"", ""B0BAH7"", ""B1I720"", ""B2IRR1"", ""B4U1Y5"", ""B5E706"", ""B5XM69"", ""B7HS46"", ""B8DFA5"", ""B8ZM52"", ""B9J102"", ""C0MCW5"", ""C1AKG7"", ""C1C8P5"", ""C1CFM7"", ""C1CLZ5"", ""C1CSS1"", ""C1KXG0"", ""P0DD06"", ""P0DD07"", ""P65709"", ""P65711"", ""Q031Y3"", ""Q03KA9"", ""Q1J5W1"", ""Q1JAX0"", ""Q1JG44"", ""Q1JL20"", ""Q2YVZ6"", ""Q3K1U2"", ""Q3KKX2"", ""Q48SP2"", ""Q5L4Y3"", ""Q5LZF1"", ""Q6G6Q5"", ""Q732Z5"", ""Q74L45"", ""Q8PST3""]}"
('5.4.2.6',)	1	7	"{""('SSF56784',)"": [""P71447"", ""P77366"", ""P9WKZ7"", ""O06995"", ""P65070"", ""P9WKZ6"", ""Q49741""]}"
('5.4.2.9',)	1	5	"{""('SSF51621',)"": [""P56839"", ""P33182"", ""O86937"", ""P29247"", ""Q0ZQ45""]}"
('5.4.3.10',)	1	1	"{""('SSF48557',)"": [""P9WEN6""]}"
('5.4.3.2',)	1	6	"{""('SSF102114',)"": [""O34676"", ""Q9XBQ8"", ""E3PRJ8"", ""Q6LYX4"", ""Q8PYC9"", ""Q8RHX4""]}"
('5.4.3.3',)	1	2	"{""('SSF51703',)"": [""E3PRJ5"", ""Q8RHX7""]}"
('5.4.3.5',)	1	1	"{""('SSF51703',)"": [""E3PY96""]}"
('5.4.3.8',)	1	674	"{""('SSF53383',)"": [""P23893"", ""P31593"", ""P42799"", ""Q42522"", ""P24630"", ""P45621"", ""Q980U5"", ""A0AJ02"", ""A0AJD9"", ""A0JYM2"", ""A0K5D7"", ""A0KNY9"", ""A0KZS6"", ""A0L3S9"", ""A0LIP3"", ""A0LRE5"", ""A0LXY3"", ""A0PLS0"", ""A0Q2A8"", ""A0Q628"", ""A0QLG2"", ""A0QR33"", ""A0R9G6"", ""A0RJ78"", ""A0RQ51"", ""A0RXB3"", ""A1A7K0"", ""A1ASE9"", ""A1AVQ1"", ""A1BJG8"", ""A1JJQ1"", ""A1KB59"", ""A1KG00"", ""A1KS34"", ""A1R898"", ""A1RMG7"", ""A1S3U0"", ""A1SE06"", ""A1ST92"", ""A1T3F2"", ""A1TKK8"", ""A1TYG5"", ""A1UAR1"", ""A1V1L0"", ""A1V9X6"", ""A1VSM6"", ""A1VZJ6"", ""A1WBR8"", ""A1WMA0"", ""A1WYL3"", ""A2BPW6"", ""A2BVE5"", ""A2C0U2"", ""A2C7I7"", ""A2S9D9"", ""A2SKQ7"", ""A3CL81"", ""A3D1R5"", ""A3DIF3"", ""A3M7I8"", ""A3MMQ8"", ""A3N2K3"", ""A3NCF3"", ""A3NY82"", ""A3PBK8"", ""A3PUB7"", ""A3QBN5"", ""A4FPX3"", ""A4G8N0"", ""A4IKL1"", ""A4IRG2"", ""A4IXN8"", ""A4J6H0"", ""A4JC86"", ""A4QB78"", ""A4SGT2"", ""A4SJ79"", ""A4SVE6"", ""A4T358"", ""A4TPW6"", ""A4VQY0"", ""A4W6Q1"", ""A4XC73"", ""A4XK09"", ""A4XYV6"", ""A4Y4G4"", ""A5CNI7"", ""A5CXH8"", ""A5D3M2"", ""A5EXX1"", ""A5F945"", ""A5FIM3"", ""A5G9C0"", ""A5GMT2"", ""A5GUJ2"", ""A5IC29"", ""A5ITJ2"", ""A5IU30"", ""A5N5Y1"", ""A5TZQ4"", ""A5UU40"", ""A5VM65"", ""A5W9H0"", ""A5WC94"", ""A6GYW4"", ""A6LKX4"", ""A6LSY8"", ""A6Q2X6"", ""A6Q9P9"", ""A6QHK1"", ""A6QI46"", ""A6T2A2"", ""A6T4V8"", ""A6TJD8"", ""A6U2D5"", ""A6U2W8"", ""A6V0D2"", ""A6VQ66"", ""A6VUX8"", ""A6W5M6"", ""A6WKL6"", ""A7FM09"", ""A7GL00"", ""A7GTE2"", ""A7GXK4"", ""A7H3N1"", ""A7HIX3"", ""A7I252"", ""A7MGR5"", ""A7MUU9"", ""A7NCX8"", ""A7NKV1"", ""A7X388"", ""A7X3X9"", ""A7Z2N8"", ""A7Z7A2"", ""A7ZCH5"", ""A7ZHP6"", ""A7ZWA2"", ""A8ALD5"", ""A8ETJ2"", ""A8FB92"", ""A8FFU9"", ""A8FLR2"", ""A8FS76"", ""A8G3J9"", ""A8G9U7"", ""A8H164"", ""A8LCD0"", ""A8M6S5"", ""A8MGY8"", ""A8YY36"", ""A8Z2I8"", ""A8ZZU9"", ""A9AEU0"", ""A9B550"", ""A9BEA5"", ""A9BY74"", ""A9GDD3"", ""A9I1R3"", ""A9KBA0"", ""A9KP86"", ""A9KSC7"", ""A9L5J5"", ""A9M1G6"", ""A9MPK7"", ""A9N0P9"", ""A9NAX3"", ""A9R1E6"", ""A9VIT5"", ""A9VSS7"", ""A9WIS7"", ""A9WPI0"", ""B0B9W0"", ""B0BBJ0"", ""B0BRF0"", ""B0CC57"", ""B0JPW6"", ""B0KJV9"", ""B0RBL3"", ""B0RP74"", ""B0SF64"", ""B0SNK3"", ""B0TFV0"", ""B0TIQ0"", ""B0U0T6"", ""B0U328"", ""B0UST3"", ""B0VCN6"", ""B0VU92"", ""B1HUT1"", ""B1HVD3"", ""B1I4L1"", ""B1IQI6"", ""B1J1Y6"", ""B1JK22"", ""B1JX81"", ""B1KHF6"", ""B1LGV7"", ""B1MHH1"", ""B1VEK3"", ""B1VTD1"", ""B1X023"", ""B1XD24"", ""B1XIT5"", ""B1XT79"", ""B1Y8G2"", ""B1YJU8"", ""B1YK58"", ""B1YUJ7"", ""B1ZVF7"", ""B2A1H4"", ""B2FT35"", ""B2G9H2"", ""B2GL27"", ""B2HRL5"", ""B2HW19"", ""B2I6C2"", ""B2J7M9"", ""B2JED5"", ""B2K547"", ""B2SGG7"", ""B2SKS0"", ""B2T6C2"", ""B2TPD4"", ""B2U2Z9"", ""B2U6Q7"", ""B2UNE3"", ""B2USD7"", ""B2UX41"", ""B2V5U0"", ""B2VE25"", ""B3DY05"", ""B3E9X0"", ""B3EI07"", ""B3EKJ7"", ""B3GYN8"", ""B3PL68"", ""B3QRD2"", ""B3QSA6"", ""B3R312"", ""B4EBT3"", ""B4EUE1"", ""B4RNX2"", ""B4S0D0"", ""B4S3Q6"", ""B4SGW1"", ""B4SI23"", ""B4SUY4"", ""B4TK30"", ""B4TXQ6"", ""B4U8M6"", ""B4UKE6"", ""B5BL82"", ""B5EFG4"", ""B5ERN9"", ""B5F8R5"", ""B5FAL8"", ""B5FJ01"", ""B5R3G6"", ""B5RHE0"", ""B5Y1L5"", ""B5YHH6"", ""B5Z0D4"", ""B5ZA72"", ""B6EL04"", ""B6HZD0"", ""B6J3H2"", ""B6J495"", ""B6JKN5"", ""B7GH35"", ""B7GIK0"", ""B7GYZ5"", ""B7H9S6"", ""B7HE93"", ""B7HQM1"", ""B7HU66"", ""B7I4N4"", ""B7IHH3"", ""B7IIX2"", ""B7IW22"", ""B7JBI1"", ""B7JNG6"", ""B7JQ54"", ""B7K2I1"", ""B7KA18"", ""B7LGL6"", ""B7LWB5"", ""B7M195"", ""B7MBD7"", ""B7MP16"", ""B7N823"", ""B7NIB7"", ""B7UIK1"", ""B7V9D9"", ""B7VJJ5"", ""B8CJG4"", ""B8DFN7"", ""B8DHJ5"", ""B8DN02"", ""B8EBU3"", ""B8F7H5"", ""B8FBA1"", ""B8G2L6"", ""B8G822"", ""B8GLE4"", ""B8HBR2"", ""B8HYK1"", ""B8I0R1"", ""B8J3A3"", ""B8JCU6"", ""B8ZT67"", ""B9DMX3"", ""B9DND8"", ""B9DZG0"", ""B9E740"", ""B9E7Y3"", ""B9IZ36"", ""B9J3N2"", ""B9KFS8"", ""B9L0Q2"", ""B9LA83"", ""B9LKS0"", ""B9LZL6"", ""B9MF68"", ""B9MRJ7"", ""C0Q5R5"", ""C0QCR9"", ""C0QQ98"", ""C0Z671"", ""C0ZAH4"", ""C0ZUX9"", ""C1A7K7"", ""C1AKK4"", ""C1AZ30"", ""C1CWI8"", ""C1D9B6"", ""C1DMY5"", ""C1DUY4"", ""C1ETQ7"", ""C1EWG6"", ""C1F911"", ""C1KVK0"", ""C1KVY4"", ""C3K2K3"", ""C3L6Z2"", ""C3LHA0"", ""C3LSN1"", ""C3P9E6"", ""C3PCZ3"", ""C3PKI4"", ""C4K6Y5"", ""C4L367"", ""C4L4J9"", ""C4LAK4"", ""C4ZRP7"", ""C5BAP9"", ""C6AR33"", ""C6DC32"", ""E1W874"", ""O66998"", ""O74038"", ""O84212"", ""P0C1P8"", ""P0C2D9"", ""P0CL07"", ""P18492"", ""P30949"", ""P46716"", ""P48247"", ""P56115"", ""P63507"", ""P63508"", ""P71084"", ""P99096"", ""P9WMN8"", ""P9WMN9"", ""Q01YQ2"", ""Q02SE5"", ""Q04NV4"", ""Q04X52"", ""Q06741"", ""Q06774"", ""Q07YU5"", ""Q0AAH7"", ""Q0AFV1"", ""Q0AZ36"", ""Q0BHJ2"", ""Q0BLC7"", ""Q0HG53"", ""Q0HSE6"", ""Q0I3R7"", ""Q0I8G1"", ""Q0KDN9"", ""Q0RS03"", ""Q0SF42"", ""Q0ST19"", ""Q0T852"", ""Q0TLH7"", ""Q0TQG7"", ""Q0VSP6"", ""Q110Z9"", ""Q11WK1"", ""Q12EF7"", ""Q12KC8"", ""Q13V40"", ""Q14HS1"", ""Q15YL3"", ""Q17X40"", ""Q1AUK6"", ""Q1BE73"", ""Q1BYB1"", ""Q1C3X1"", ""Q1CLU7"", ""Q1CUJ7"", ""Q1DFA7"", ""Q1GXW0"", ""Q1I4H5"", ""Q1IHV2"", ""Q1IWZ8"", ""Q1LQM3"", ""Q1MPW7"", ""Q1QEE8"", ""Q1QSB0"", ""Q1RG34"", ""Q21MJ0"", ""Q21YQ0"", ""Q24VD4"", ""Q254Z2"", ""Q2A2U8"", ""Q2FFN1"", ""Q2FG69"", ""Q2FXR4"", ""Q2G283"", ""Q2IHP8"", ""Q2JFQ1"", ""Q2JMP7"", ""Q2JS70"", ""Q2KUS4"", ""Q2LVW6"", ""Q2NVQ0"", ""Q2P6E4"", ""Q2RJ31"", ""Q2S1S3"", ""Q2S8X9"", ""Q2SYB2"", ""Q2Y5Q5"", ""Q2YTC2"", ""Q2YU22"", ""Q30RJ4"", ""Q30WH2"", ""Q31C50"", ""Q31FB1"", ""Q31QJ2"", ""Q325Y5"", ""Q32JV4"", ""Q39566"", ""Q39IQ4"", ""Q39QA6"", ""Q3A7W5"", ""Q3ACS9"", ""Q3ALU9"", ""Q3AP59"", ""Q3AWP4"", ""Q3B1A1"", ""Q3BPP7"", ""Q3IHS1"", ""Q3JDH7"", ""Q3JPN1"", ""Q3K6C0"", ""Q3KMF2"", ""Q3M3B9"", ""Q3SFU6"", ""Q3Z5K3"", ""Q40147"", ""Q46GT9"", ""Q46XZ7"", ""Q478V1"", ""Q47LB3"", ""Q47V96"", ""Q48DP1"", ""Q49Y99"", ""Q49YQ9"", ""Q4FVC4"", ""Q4JSY1"", ""Q4K5I6"", ""Q4L706"", ""Q4L7G9"", ""Q4UYA7"", ""Q4ZNA0"", ""Q55665"", ""Q57T53"", ""Q58020"", ""Q5E2W6"", ""Q5FAH9"", ""Q5H3I5"", ""Q5HER0"", ""Q5HFA5"", ""Q5HN71"", ""Q5HNN6"", ""Q5HUU3"", ""Q5KWK9"", ""Q5L2S4"", ""Q5L5P0"", ""Q5NGB9"", ""Q5P6J6"", ""Q5PD43"", ""Q5QVP9"", ""Q5SJS4"", ""Q5WEP8"", ""Q5WIE9"", ""Q5WWG1"", ""Q5X529"", ""Q5YP79"", ""Q5ZVA6"", ""Q60CV0"", ""Q62HV8"", ""Q633Y3"", ""Q63GB4"", ""Q63RP8"", ""Q65GK4"", ""Q65M82"", ""Q65U43"", ""Q66EF1"", ""Q67KM3"", ""Q6AB08"", ""Q6AHE8"", ""Q6AQ32"", ""Q6D1Z0"", ""Q6FCY1"", ""Q6G870"", ""Q6G8Q8"", ""Q6GFJ3"", ""Q6GG38"", ""Q6HD65"", ""Q6HNS8"", ""Q6LUS3"", ""Q6MAC7"", ""Q6MHT9"", ""Q6NJJ2"", ""Q6YZE2"", ""Q71YY2"", ""Q71ZB5"", ""Q725I1"", ""Q72K83"", ""Q72ZW5"", ""Q73DX4"", ""Q73SQ3"", ""Q74GA9"", ""Q75G04"", ""Q7A4T5"", ""Q7M847"", ""Q7MHY9"", ""Q7N845"", ""Q7NPI4"", ""Q7P1Z5"", ""Q7U598"", ""Q7UPM9"", ""Q7V2J3"", ""Q7V677"", ""Q7VDA1"", ""Q7VHK3"", ""Q7W050"", ""Q7W3U1"", ""Q7WF71"", ""Q817R3"", ""Q81I85"", ""Q81LD0"", ""Q81YV0"", ""Q821C1"", ""Q822Q0"", ""Q82E21"", ""Q82UQ8"", ""Q83AK3"", ""Q83FJ5"", ""Q83H98"", ""Q85WB7"", ""Q87BW3"", ""Q87LY3"", ""Q87VY5"", ""Q88DP0"", ""Q897K4"", ""Q8CNZ1"", ""Q8CRW7"", ""Q8CV56"", ""Q8CZE3"", ""Q8D3C8"", ""Q8DBX8"", ""Q8DLK8"", ""Q8EHC8"", ""Q8EY44"", ""Q8FL16"", ""Q8FSD4"", ""Q8KAQ7"", ""Q8NT73"", ""Q8NVU6"", ""Q8NW75"", ""Q8P5R4"", ""Q8PH40"", ""Q8RFY7"", ""Q8X4V5"", ""Q8Y1M4"", ""Q8Y6J9"", ""Q8Y6X8"", ""Q8YS26"", ""Q8Z9B4"", ""Q8ZBL9"", ""Q92AX5"", ""Q92BG1"", ""Q97MU2"", ""Q99T15"", ""Q9CNG9"", ""Q9F2S0"", ""Q9HKM6"", ""Q9JRW9"", ""Q9JW10"", ""Q9JXW0"", ""Q9K8G3"", ""Q9KEB0"", ""Q9KU97"", ""Q9PB43"", ""Q9PKI3"", ""Q9PP70"", ""Q9RWW0"", ""Q9Y9I9"", ""Q9ZMD0"", ""A0B885"", ""A1RQR5"", ""A2BL27"", ""A2SQU3"", ""A3CU65"", ""A3MWW7"", ""A4FZY1"", ""A4WN33"", ""A4YD91"", ""A5UML0"", ""A6URL2"", ""A6UWB3"", ""A6VIL1"", ""A7I7P2"", ""A8AAB3"", ""A8M919"", ""A9A1A0"", ""A9A875"", ""B0R7L9"", ""B1YBL3"", ""B8GJJ2"", ""B9LTZ9"", ""C3MJ22"", ""C3MYE0"", ""C3MZR9"", ""C3N842"", ""C3NF69"", ""C4KJ00"", ""O26330"", ""O29027"", ""Q0W5T3"", ""Q12WM7"", ""Q18ES5"", ""Q2FTK5"", ""Q2NF42"", ""Q3IT20"", ""Q46CH1"", ""Q4JAM7"", ""Q5UZ90"", ""Q6L2G9"", ""Q6M0P5"", ""Q8PW58"", ""Q8TT57"", ""Q8TYL6"", ""Q8ZYW1"", ""Q976H2"", ""Q97B25"", ""Q9HMY8""]}"
('5.4.3.9',)	1	1	"{""('SSF102114',)"": [""Q185C5""]}"
('5.4.4.2',)	1	15	"{""('SSF56322',)"": [""P0AEJ2"", ""P38051"", ""Q9S7H8"", ""Q9M9V6"", ""P0AEJ3"", ""P23973"", ""P44613"", ""P9WFW8"", ""P9WFW9"", ""Q51508"", ""Q9CPI5"", ""Q9ZPC0"", ""O07898"", ""P23300"", ""P45744""]}"
